title,soldprice,solddate,link
2016 Panini Contenders Season Ticket Tom Brady Card 58 Patriots,4.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/404126706369?hash=item5e17d42ac1%3Ag%3ANVQAAOSwMSljxFO9&amdata=enc%3AAQAHAAAAoHpPnomqXInOvIn2ns4A%2BJJfXU1tph88thirb8XKc9o%2BWVtzxH2CT1bRIrfvoAu6zcOBszICAU2AzH1NqNAHRYyweJZJpIGP0DdPsz%2F5I0a9iVtaLqbtAJPIXSXSsmiTRyP3YS3RqoBW%2Bi6GnzcFZtn7UDJ71GygfO1vZIQxVAcCd3E8IgaBKfrZ%2FZAyK7FuobZ9YJKti0da%2F5E7X8HCWXg%3D%7Ctkp%3ABk9SR66H8YzCYQ&LH_Auction=1
2010 Panini Contenders Season Ticket Tom Brady Card 95 Michigan Uniform,5.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/404126706379?hash=item5e17d42acb%3Ag%3AjREAAOSwzopjxFQ3&amdata=enc%3AAQAHAAAAoNwtCWooWQAox23uPNm4tXIWLdRpxuZEQMG9E8YNpqGCe%2F5EgODckz4WIjo0mWrTFEC209WT7mKvA7lPushNldc92RHQ5IWV0eUhpkos8WoeiReQQfA8XqeHr6dG%2B8griJs2EJ9I3rRjJ29CB3kvDZ3eFhsAHV0oJdR2nQnPUINIHYlc9QSwJqH7d8SJp3gBSs0D3svXAir4bDETHouBclM%3D%7Ctkp%3ABk9SR66H8YzCYQ&LH_Auction=1
2022 Mosaic Tom Brady National Pride SILVER Mosaic Prizm Bucs GOATðŸ”¥,10.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/325512292269?hash=item4bca0b67ad%3Ag%3AqZIAAOSw2Xpj0gl7&amdata=enc%3AAQAHAAAAoGWYJutxn%2BxLbxxeLggwFO2hJgWNwmcdALBB7%2FkZ3it3sL8y%2BVBvg8fS13n4WQZTJt4p1sEoTYN1Q47LYbkEawah8nwOomqkmLJ6EUp%2Fgo7hj9VF0psZckSy%2FEi7jN0Ahpz5wmrEOYGMdEpS%2B8Nng%2F%2FaLFosXYM5KR55aNQnVZQisLPulFoQnQ6ZWmuV2YDVpK9K2DLLkvjfUzqSYfy6R3g%3D%7Ctkp%3ABk9SR66H8YzCYQ&LH_Auction=1
Tom Brady 2021 Downtown PSA 10 Gem Mint Bucs #DT-23,960.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/225370657879?hash=item3479235457%3Ag%3AIrcAAOSwI51jvxIl&amdata=enc%3AAQAHAAAAoBx59HHUSAM0Wnoaki8Ulxe6eNFelh4Mn8fpWmGZ14aeSZoYuQZdvQ2m6kA7fsyetj%2Bw0D9TT5I35UT2AaMxtbz3zUP1rIZG7x9E7Wq2xIXxpKYAhNHybXrW0pri4N801AOO%2FlpCGUK3IxkEsPBQauoVac0kzEjnuJXzlgfGICJa9ql15RyKl2XqDvs6XISUXbVdfFDITn7xPsW1Um4t0%2BQ%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2002 FLEER BOX SCORE #22 TOM BRADY NEW ENGLAND PATRIOTS PSA 8 NM-MT,19.5,"Sold  Feb 1, 2023",https://www.ebay.com/itm/255946344609?hash=item3b979748a1%3Ag%3ALEwAAOSwuz5jw2QT&amdata=enc%3AAQAHAAAAoPRCRqf%2FoV%2B1itQJlcj60mWCkBRWuXQzElYI8rrD9Zfau24Ed8RiIiLPBSd2yYQSpWbkqca1g0IfntctKukXYSYCYtegGRk1QfzjOLjavHrlsyDAUD4YB%2F2VDQXtuKENsqU3JKz2pmwRsrSVMxhueUmPjTC6cIRMGCtadB6HZfqkXt7urJFZM6EhHdpM5Sl67nK7LliUNhFG9o8dWQXu4Rg%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
SGC 10 TOM BRADY 2022 The National #TB Base ORANGE PARALLEL SP /199 Patriots,46.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/285123434686?hash=item4262ae58be%3Ag%3AqrQAAOSwsHxj02Pl&amdata=enc%3AAQAHAAAAoFhyU9MiSfdVZj0vARmOAtlmStQ%2F%2BUQvmrmVUgXO1vqdz9myjSvdjxo2ZiaOauDCJeLHDmSfanINr9SgG5LdFTcGCS6rMzkKYCnxnJ1MJQXYI9%2FMZdVfOZ9sJErVn7y8Y1G6F6ggnUpKKCqh4pTvGYBC0BhKvIAZa7KU82sK6KeuGIvpBHE%2BAU3E5d4sOkl37OAUfh6zkoqBKXX6WI7eSNQ%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2022 Panini Select Draft Picks Tom Brady COLOR WHEEL PRIZM SSP Insert-MICHIGAN,91.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/204224881165?hash=item2f8cc0620d%3Ag%3AX6MAAOSwMphj0ghk&amdata=enc%3AAQAHAAAAoG9Lfkp4nnYSnMcsIeLgB4HjXVnRU8Vn5boD54LkQBqXRlio%2FYzv2u3fAaK9Z2FJ4q9Gc%2Bwjjm4c1h2loIdUx%2BAFPMT5YsNOp%2Fb9N7CGq2aHIIgl8zRy5Bu6OCviOVp2sJoy8rGqE4xYY1nYCfn7%2FaP7gJCXjIik%2F1q73rZxmuqSUOWOSmcwgXTx%2FLhFkG7lb3tOUmwyrlNqx0dVeFysSX0%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2003 Fleer Mystique Ink Appeal Tom Brady Signed 56/75 BGS 8.5 w/ 10 AUTO,2225.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/374479543144?hash=item5730b85b68%3Ag%3Adf0AAOSwZBBj0VDb&amdata=enc%3AAQAHAAAAoI4r8JsXwZZ%2FZCxinJk9MVfg8TmSFDbNG3OU2DHSUsC1qeKp366Oxdcalng%2BVKd2WFpOODCn3cs9D8O5n9iF%2BHbWSEPs%2BnMHUvmz0oHOnlUXiPneeaUz%2BEQ3S1fyNCi1o7Iy8XyqteuFHSPABkh5LYnwLJWAlRQpktz820UNVg1mm5Km37orMU2o0dER5kGQLb%2BinBeRzE%2B1Q2fUKQrbpUY%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2022 MOSAIC CARD PRIZM NSERT PARALLEL NATIONAL PRIDE TOM BRADY 251 BUCS HOT!!!,10.5,"Sold  Feb 1, 2023",https://www.ebay.com/itm/225381737118?hash=item3479cc629e%3Ag%3AhXQAAOSwIFVj1Koy&amdata=enc%3AAQAHAAAAoJ0AWWGUgvi31mAnVZFLEeTCjj36w%2F%2FkIZtSio9VAFA4uaiIkZAepgdAb1tDA5Od%2BBMs1eoeN4Ou0d1wruNY1o9aE3JvLwSOg57J1cW5AGSvNh%2B0RgJCj2rEp5BwmSY%2FlAeSa0mVKe0KazWv%2B1VLUNkHQ%2B9bE9A8iWtcghfgddMJs0XCVOnGrJELHmxfuAoh1uexv%2FA3HvHPz1MoU6vR3HY%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2017 Donruss Rated Rookie R Joshua Dobbs Blue Press Proof #331 RC Titans,0.99,"Sold  Feb 1, 2023",https://www.ebay.com/itm/295496115419?hash=item44ccf0e4db%3Ag%3AqhoAAOSwy9xjx3s3&amdata=enc%3AAQAHAAAAoL%2FWY8zA2e%2BcHp7hrKJMoQ9MbTmDRjDfEi%2FMz2LTNdsZQ6HL4NkdVpbeUXDIHrR8uT6GMdtwfErAclp%2FUU6EGqVGxG0vgBeYYAwAiasVQ%2B16HMPPfOH3MKl9vSy4YcdQLDcpbASg%2Bs%2FfLpA27FWBlYEZ53K1%2F6LSRwM%2Fp7X6CS%2Bs%2B1N3c0IeSwhtNFVCVbKDKb9RHV4VY%2FE8a4LrC4A7YFY%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2022 Panini Mosaic Tom Brady SWAGGER Insert PRIZM Tampa Bay Buccaneers #SW-1,1.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/175587477343?hash=item28e1d4475f%3Ag%3A7yMAAOSwybRjyMtB&amdata=enc%3AAQAHAAAAoKcHZXP10ZTeO%2FD7LPQZOpOfSd0QEH2lZvB7hnPZWQuJMqJZ%2BTzaLOB%2By7mU9MH%2BbXqEaIhV6HUyqYnXV%2FM0okOhgYx2m21%2FX9TmzAypYFfbOv9FaReSGNz857GawaBWiGBa3yKRWnlIqhi%2B8wbtZ6TCAOThpTLJelY4tBywaUjGU7Cx1tQwXpEAOmkO%2BCSDViXGzVPnGZCf9PC3BkhO%2B7s%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
New ListingTom Brady 2020 Contenders Optic Season Ticket Red Prizm 1/125 Buccaneers,0.99,"Sold  Feb 1, 2023",https://www.ebay.com/itm/125749844376?hash=item1d47465998%3Ag%3Ah1sAAOSwj2Zj2ykT&amdata=enc%3AAQAHAAAAoHEy09J%2FLCcdHtFvpr9fUSOu0cA%2Bn0lvYkYsRKx7J5fQjpY025lDwCuYTW8fNqBLQUGwwvuKywSr65GbAP5dJNnJoa1D0D2vXvOUZiA6FC1%2B226zycGYZ6%2F7Ou6MWeUH1UZj%2F84tDTjPdxXPSXkX%2B1uIyym0OXZeUnwM8SafQ4dndgXCiGEFo4O%2BmdXekwBlvkGy4xFvJehjqhj58LK6ie4%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
2004 Topps #275 Tom Brady New England Patriots,0.99,"Sold  Feb 1, 2023",https://www.ebay.com/itm/295492512545?hash=item44ccb9eb21%3Ag%3AvFMAAOSw-4RjtlPK&amdata=enc%3AAQAHAAAAoJsfzYU8kIuZFFp%2BTQnV4wWm0FoZKMuNrNHD5kLCO6nVZuSWXtxEyzZWwvBFBNykhowpWPhS2MqFj4g5OodfnT9dwEker1ALzFP1RQ3qWvQy9XxRJOdosQO2LyVhN3nkuJw8%2F%2BrwR3f%2Bg7svcLPO3PUoBkFqTx6d9umM0Rzs5H1cGy4Y7hfnjR1mZ%2FWv2WdDg5pkhdsNo6KpesvkkRULqk4%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Tom Brady 2021 Panini Select Concouse Card #1,3.25,"Sold  Feb 1, 2023",https://www.ebay.com/itm/266101892827?hash=item3df4e8a6db%3Ag%3AnRsAAOSwn-xj0gIn&amdata=enc%3AAQAHAAAAoEfcnXuVqP7CzffLpz1g09R%2F7e7VsLrOWrGT73BZ7IKOawTv9zebtadKeCiF5Ds2bUFmPRyhtVisaReRBkpt%2BaD7ansJpF2TjXYKAgUNlf7JalYQqMyR12ZflVHQK%2FSwDCl3ZWHuh5yuQMIPHvEyJ4DkmsV23W1IBgI1uyVeFZSv075yXCEwf%2BUcz8BGTIV2%2FpmR6WWkD9sta1zE7jrW5lE%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Tom Brady - 2022 Select Draft Picks Silver Prizm Holo Select Stars Michigan,0.99,"Sold  Feb 1, 2023",https://www.ebay.com/itm/314349888057?hash=item4930b6a239%3Ag%3AMocAAOSwcWxjo9xE&amdata=enc%3AAQAHAAAAoIJ49OwXxSHWsAFcylVfQm4x2MnIUh3KLcHc%2F2OVcJ%2BaiHA4kX1x7BbWCGiIHFBp28P0Rdf1sZ3LSkOonCe7ppXMDzx951J%2BRJ9c02XKSTWP69JCut1rsSZwvUt8x%2BkKu5slYBtCZ5PgYyzEDB4jAcSnXBXJwc2zTHfV5Sud07E65HBfoI595IcapJMcFtqdS3B233r6WYYNztRlPB9NjGg%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (12) Assorted Topps UD Donruss Tom Brady New England Patriots,26.78,"Sold  Feb 1, 2023",https://www.ebay.com/itm/364122999145?hash=item54c76c0969%3Ag%3AntwAAOSwbRxj0arK&amdata=enc%3AAQAHAAAAoDP6%2BDsDyW%2FTN1pgF48b13uQG1j4bS%2FsJV0EabLMvgY66ZtoxlEuELeyhTRl4oKuYLRvoeuMCXJ8jp5lcF6WiWBy47hk9kn9s8dh%2FHez4uMjpZdTpviZ44%2B33I1UA3bQqRe1NFqTPzYaHiCngCBG13sH3aaUodbpTwmZn1oY8idUtCdIP%2FhDQMzWsyBkmyAqNSJepuG8Wx9qTdb1GqM6EFs%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (6) 2005 Topps Finest #105 Tom Brady New England Patriots,56.63,"Sold  Feb 1, 2023",https://www.ebay.com/itm/364122999347?hash=item54c76c0a33%3Ag%3A3EoAAOSwzfNj0arr&amdata=enc%3AAQAHAAAAoNGq3raMDy3mcS11rRjrW%2Fel%2Fi2buA48wenLliEhyPVAlu4to8DXpHTywj%2BGMqo5mwdbXr1n4Iajt3epOiQkVVEat7M14YxW0hX7RQ7r%2BUr3pl8xwt%2BKkzZamcoxpkcwGl6oPuupJz39t7ETkJtdPO2zZOeC5wvSQ1p1mZukrhGDY%2BIRL9fkQ9lWq%2FF54WTlHrw05J5d97wEg1MvNAVKGls%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (11) Assorted Topps UD Donruss Tom Brady New England Patriots,26.78,"Sold  Feb 1, 2023",https://www.ebay.com/itm/364122999891?hash=item54c76c0c53%3Ag%3AYBsAAOSwlxlj0asy&amdata=enc%3AAQAHAAAAoCxfbfP8LYa87JrWPjDBwhSdPLmhVQW3m3licSaM68gklKBTDMr6mJCX5MFP605WTK1UrBteBFZOrl%2FFqQ87Lft%2F3vg1T7nBT52h14sgIQZK6covNX9j6qKH14yNPnywFn33i0cWWErhl8IlY5zdZCrAqv3vEb31Xsq0DSpi%2Fs1QtjfLXjmlGMAGDDhGPap7vz%2FB20emZn%2FHO6Me8l9yWBk%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (4) 2004 Topps Chrome Weekly Wrap-Up #154 Tom Brady Patriots,53.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/364123000616?hash=item54c76c0f28%3Ag%3AYT8AAOSwMthj0auN&amdata=enc%3AAQAHAAAAoCya5ETkWcSCU62Y3RH6crocYWb3vcPu12dP%2FQO7N%2Fbr9Kj9xgIY%2FiKeL4DqMGBFsIGV7G9DbcGREmpNNQuSN9jpGNPlFdpS4BpkgwYWuAQXEaUKc3oetn0vj6Ix%2Bk6zUYNACiOLJBNglkRF%2Fa767JxtrkqFNyc%2BMZYoLnnvkzhYB3s4vvLbvp%2FhhdnC12IfOATqJ2TZBAI5FwE4L4U9edY%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (7) 2004 Topps Chrome Ring Of Honor #RH-38 Tom Brady Patriots,30.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/374480100093?hash=item5730c0dafd%3Ag%3AqxcAAOSwUH5j0asa&amdata=enc%3AAQAHAAAAoGGlvbAjhnvXKClaCjs9XAtrimfXwpAAszT1pkkJ%2BY5XQSTc8%2BvhfydTQ3O9BUNM5KkEkRODAcgN4UcaQFq6tXl0x4Wx%2BkXsTQLItGMwtLvgtEK1Hlbws7t%2B93b32675PBr8J612mgUuUMao%2FaNtMEoDIyT5INECknrNbVUONkEYWTbI8CVmikVlW8ZcUQSDgj62eKwMbjLLIrE5Zrkx5yk%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (8) Assorted Topps UD Donruss  Fleer Tom Brady New England Patriots,22.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/374480101696?hash=item5730c0e140%3Ag%3Ae1sAAOSwRl9j0atI&amdata=enc%3AAQAHAAAAoIltrfE%2Fgpx100jtlRWZIJYnQNXkniETJqJInaTfJgptM3gi3qOx0pjK8WA7RId520PRaGuexKYxY6DOYzBMfOb6fiplLMZoDW%2FvPZq9UraI1eGdeAOSF2rhFMnM988j5L0K4WAYU3WCY2evbKbmgzd6aFVh9MIuwl6sdMZrRArdnJWt5cMjXU8VqVjuJFrEk8SCsx5zlrmY%2BOLn7aa1%2FJY%3D%7Ctkp%3ABk9SR7CH8YzCYQ&LH_Auction=1
Lot Of (9) Assorted Topps UD Donruss  Bowman Tom Brady New England Patriots,22.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/374480102104?hash=item5730c0e2d8%3Ag%3A-1MAAOSwkhZj0atf&amdata=enc%3AAQAHAAAAoO4EJvuUzmuikGvrpq5KVUyav3UICuTAzHXmAMStMG3i52HljcDcZt3Aqgiy3bkbLDLUqtMBTSCMJmTItLBV5knXXZTE6cI4B3jo4hAd4HGBMn8poCkkwVbHAK6uLO1C5BQSj7TZXHNyD80O4K45Ti4t1BBvNXXLLuHbTqxGkfD%2FmPFAqCK9R4LuwlCIrJYh%2FVv0bR0j%2FILr7gMWEgy6rk0%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
Lot Of (9) Assorted Topps UD Donruss Tom Brady New England Patriots,24.5,"Sold  Feb 1, 2023",https://www.ebay.com/itm/374480103123?hash=item5730c0e6d3%3Ag%3A0twAAOSwo41j0auk&amdata=enc%3AAQAHAAAAoC8A7ynFVOK7cRAemu8wIyalCRJuAiTlsgTeOydKY6fFrfso6yc%2FrHliw%2FMPHhOmYTuZ%2FDI3wvn0xqJVVre7jaKJiS2SHgXP5TQLIOTJujB%2FOLhqmCJb7C1DLdhO1tyqnHfeNLG8csPXgLje7g8XhLXebDCqUYjHeqysAhk7De%2Bub8qJ5E1VP5nee05PbbgRDHvb1VdsNect29qs3eAlO7I%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
Lot Of (10) Assorted Topps UD Donruss Tom Brady New England Patriots,26.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/374480103667?hash=item5730c0e8f3%3Ag%3A1LQAAOSwMRpj0au%7E&amdata=enc%3AAQAHAAAAoFdvpnNGO1hP3FkEknAtnJvHC2CMB%2BqttWeLEkU5Z3wJ8gdHJX8GwGTOg9VBOx96ljoaz5kdFQX5yiHF0teRzq2GO2zZpKfnll%2FtfrL2Ef1yC93bOARy1TTDeX1uwpE17aGjqgZ2uuFboTtvBqbVyamesJ%2BC6vfN%2BH7tZO17d5K64goOwqyf6ehlcumJh0qrHl2ckGMPAKnNbbvip6epjpQ%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
Lot Of (11) Assorted Topps UD Donruss Tom Brady New England Patriots,25.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/385373418814?hash=item59ba0bb53e%3Ag%3Ac-YAAOSwgYRj0asD&amdata=enc%3AAQAHAAAAoDo5joOU69prn%2BnNQFWntazoE9%2BG9N7Ve6r%2BKymc%2FaCStMbig0OdZR5GsYzpBdrDWFUMBNpBNqCvemNrunJLYsTZngVk3eReBf1BUfWVmSgeJXdnHyuE2i%2ByJgoyCj9mNbZ64aGcRCYZPj8gBpbiPLn6kCCFLEvpCd3zZ60s8OC2Xv%2FPQuT41RWtNRHJTWkSbf8cF%2F1wJU99xf8cHNMF%2BWk%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
Lot Of (11) Assorted Topps UD Donruss Tom Brady New England Patriots,26.78,"Sold  Feb 1, 2023",https://www.ebay.com/itm/385373421802?hash=item59ba0bc0ea%3Ag%3AvDsAAOSwHBJj0at2&amdata=enc%3AAQAHAAAAoFqq9yLgwBVGWhmNywnqILElnCZ3HvDdIIinD6miVl9gEDVaz9LE5BgeQ9210IZ7CflYoA%2F89dNex5tkY9QcOZ6meEbrD%2FQYW%2BQD2YP1IEm%2BrtiMOO1UtAyA%2BLiKhv4fYjm8%2BDXYhV9kePdnuAVZpoO2msB2HtQSDUC%2Byg%2BrMcZ%2B%2F8dlVMT13B23AibhS2ygRRGj4PNv3jGLoz5YWVwxaMc%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
Lot Of (10) Assorted Topps UD Donruss  Fleer Tom Brady New England Patriots,24.5,"Sold  Feb 1, 2023",https://www.ebay.com/itm/385373423098?hash=item59ba0bc5fa%3Ag%3A458AAOSwYS1j0avb&amdata=enc%3AAQAHAAAAoBtwgVGIiXZAOgPkEAPVX%2F90ayS2SQfunqpMYHHEd3xMKzy8cF6K89FgJ7gA6KMiScEx1CUiW0H6czSMsENgMUOFZx%2BGepgRQvR9iXRRbGpxHCFrGfTyL9Bli%2BtoaFKD7O6ewA2suunb%2FIxaBreEFKEteVsaWUqukBt7EZrxVAlpvHlKv7tQaqRYeOqpP7BbkVupzfvktHCC9G8SkXNvtys%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
2005 Roddy White Press Pass Auto RC Rookie Signed On Card PP Atlanta Falcons SP,3.25,"Sold  Feb 1, 2023",https://www.ebay.com/itm/394434001686?hash=item5bd6193b16%3Ag%3AveoAAOSwORNj0gRH&amdata=enc%3AAQAHAAAAoJqWtXaxV%2B%2BqNDVtZ4ct3lk5K4FKSYDxGdKqfe5enxAN5dYAIiEvCWTPIgmIcngydVSf%2FWHbpXUwIob9iGxS%2BxqEfirwYR6WfHyRvE%2F4P71UMn4uQcC2cU8hxD3RtXRcTRAjeWjMuFDFplahKBEkpRB5LCCyItX%2BvibeYOcJYEtjoGRMM3oREdK%2Fy0xGJ%2F8MPS9dJqEOf4bMfudrsd2o9%2BU%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
TOM BRADY PSA 10 2000 BOWMAN CHROME FOOTBALL #236 ROOKIE PATRIOTS GEM RC 6658,12258.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/185750828125?hash=item2b3f9cb45d%3Ag%3AORwAAOSwZ3Zj0aA1&amdata=enc%3AAQAHAAAAoCfCFHAa0HBXXSoklo0M5IGFbl5Y0Ni%2FFgVleVSA9EEL5U%2BakdwTBxW8k%2FvaEULbxyIWAwr%2BLEk7BHjmw2dpWO8cicQ4owMrOH6E02gvKOSUuOAJPb6%2BuV8gV0oheeTC%2FD7vXkzJplkOMu%2ByD1OPLrdKUaa1Fx7xo2Wo6xakizH1Zi%2Br7iMZITzogiZ5Vrt0laZ1XuAa7xdEux%2FEOaBc53c%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
Tom Brady 2021 Panini Prizm Football Card #294 Tampa Bay Buccaneers NE Patriots,2.0,"Sold  Feb 1, 2023",https://www.ebay.com/itm/134425374733?hash=item1f4c60700d%3Ag%3AR%7EIAAOSwGLZjyMVY&amdata=enc%3AAQAHAAAAoFU0CMmIXGgNxVI91lYKVBpGswfiPSST%2BQBDRw%2FZLR57NMfvPXjAnz7rMnisaYOI953ejEYdAQWprG7ucwpkgDBDdCdZ7rM7LfKnVGMJ3OVw8MyEAJV4lfA13YqQM35ZiuWnlDMnr7oZrD6pvObmwmecGjreE6SBxfmlVKcrwjQQuAv%2BZ2xTJfZcEmy1mFqYWLTQjyyvP9naECq1DVv5qJQ%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
New Listing2005 Topps Finest Tom Brady #105 HGA Graded New England Patriots,24.99,"Sold  Feb 1, 2023",https://www.ebay.com/itm/234882068269?hash=item36b00fef2d%3Ag%3AzBAAAOSwQi9jzWVG&amdata=enc%3AAQAHAAAAoDWleWMYvPxTICxei2Zu307EspN6VYNEweqY5jWq6s171DzO5IIoYUlu4CZVG3xH%2BxpjpHjVdWapLst%2F671BGV6Aa%2Bom8ewW34ZHKr7%2BLPIK%2BtUrUKWHGyH7tafJz9cUbrs%2BXOifNRA0axss%2F8AVcYop7vRl3mskJ7g%2B3iWA8oS8LpSNaP0uuZJYKEyjFWqW8WODdij1o%2B8GGpyQVcpkr%2BU%3D%7Ctkp%3ABk9SR7KH8YzCYQ&LH_Auction=1
